id,paragraph,problems,question_plus,questions,answers,choices,category
generation-for-nlp-445,"이 찬 이사부가 하슬라 주 군주가 되어, ‘우산국 사람이 우매하고 사나워서 위엄으로 복종시키기는 어려우니 계책을 써서 굴복시키는 것이 좋겠다.’라고 생각하였다. 이에 나무로 사자 모형을 많이 만들어 배에 나누어 싣고 우산국 해안에 이르러, 속임수로 통고하기를 “만약에 너희가 항복하지 않는다면 곧바로 이 맹수들을 풀어 너희를 짓밟아 죽이겠다.”라고 하였다. 그 나라 사람이 두려워 즉시 항복하였다.","{'question': '다음 사건이 있었던 시기의 신라 국왕에 대한 설명으로 옳은 것은?', 'choices': ['독서 삼품과를 실시하였다 .', '국호를 ‘신라’로 확정하였다 .', '관료전을 지급하고 녹읍을 폐지하였다 .', '장문휴를 보내 당의 등주를 공격하였다 .'], 'answer': 2}",,다음 사건이 있었던 시기의 신라 국왕에 대한 설명으로 옳은 것은?,2,"['독서 삼품과를 실시하였다 .', '국호를 ‘신라’로 확정하였다 .', '관료전을 지급하고 녹읍을 폐지하였다 .', '장문휴를 보내 당의 등주를 공격하였다 .']",한국사
generation-for-nlp-446,"팔순 동안 내가 한 일을 만약 나 자신에게 묻는다면 첫째는 탕평책인데, 스스로 ‘탕평’이란 두 글자가 부끄럽다. 둘째는 균역법인데, 그 효과가 승려에게까지 미쳤다. 셋째는 청계천 준설인데, 만세에 이어질 업적이다. …(하략)…－어제 문업 (御製問業)－","{'question': '밑줄 친 ‘나’가 국왕으로 재위하던 기간에 있었던 일은?', 'choices': ['장용영이 창설되었다 .', '나선 정벌이 단행되었다 .', '홍경래의 난이 발생하였다 .', '동국문헌비 고 가 편찬되었다 .'], 'answer': 4}",,밑줄 친 ‘나’가 국왕으로 재위하던 기간에 있었던 일은?,4,"['장용영이 창설되었다 .', '나선 정벌이 단행되었다 .', '홍경래의 난이 발생하였다 .', '동국문헌비 고 가 편찬되었다 .']",한국사
generation-for-nlp-447,"제주도 고산리 유적은 ㉠시대의 연대를 앞당길 수 있는 단서를 제공해주고 있다. 여기에서 출토된 삼각형 모양의 돌화살촉과 ‘이른 민무늬 토기’를 분석하여 ㉠시대가 기원전 8,000년 경부터 시작되었음을 알게 되었다. 출토된 토기는 일명 ‘고산리식토기’라고 불린다.","{'question': '㉠시대에 대한 설명으로 옳은 것은?', 'choices': ['고인돌에 간돌검을 부장하였다.', '가락바퀴를 이용하여 옷감을 만들었다.', '명도전, 반량전 등의 화폐를 사용하였다.', '반달돌칼을 사용하여 이삭을 수확하였다.'], 'answer': 2}",,㉠시대에 대한 설명으로 옳은 것은?,2,"['고인돌에 간돌검을 부장하였다.', '가락바퀴를 이용하여 옷감을 만들었다.', '명도전, 반량전 등의 화폐를 사용하였다.', '반달돌칼을 사용하여 이삭을 수확하였다.']",한국사
generation-for-nlp-448,○장수왕은 남 진 정책의 일환으로 수도를 이곳으로 천도 하였다. ○묘청은 이곳으로 수도를 옮길 것을 주장하였다.,"{'question': '밑줄 친 ‘이곳’에 대한 설명으로 옳은 것은?', 'choices': ['쌍성총관부가 설치되었다 .', '망이 ㆍ망소이가 반란을 일으켰다 .', '제너럴 셔먼호 사건이 발생하였다 .', '1923년 조선 형평사가 결성되었다 .'], 'answer': 3}",,밑줄 친 ‘이곳’에 대한 설명으로 옳은 것은?,3,"['쌍성총관부가 설치되었다 .', '망이 ㆍ망소이가 반란을 일으켰다 .', '제너럴 셔먼호 사건이 발생하였다 .', '1923년 조선 형평사가 결성되었다 .']",한국사
generation-for-nlp-450,"㉠은/는 만민공동회를 개최하여 외국 열강의 내정간섭을 비판하였다. 또 정부 관리들까지 참석한 관민공동회를 열어 국정개혁에 관한 내용을 논의하였다. 이를 통해 각 부대신과 중추원의장이 합동으로 서명날인하지 않은 조약을 시행하지 말 것, 전국 재정을 탁 지부로 하여금 관리하게 하고 예산과 결산에 관한 사항을 인민에게 공표할 것 등의 요구가 담긴 헌의 6조를 채택하였다.","{'question': '㉠ 단체에 대한 설명으로 옳은 것은?', 'choices': ['국정의 기본 강령인 홍범 14조를 발표하였다.', '러시아가 절영도조차를 요구하자 이에 반대하였다.', '경제적 자주권을 지키기 위해 국채보상운동을 일으켰다.', '황해도 일대에 방곡령을 내려 외국에 곡물을 유출하지 못하게'], 'answer': 2}",,㉠ 단체에 대한 설명으로 옳은 것은?,2,"['국정의 기본 강령인 홍범 14조를 발표하였다.', '러시아가 절영도조차를 요구하자 이에 반대하였다.', '경제적 자주권을 지키기 위해 국채보상운동을 일으켰다.', '황해도 일대에 방곡령을 내려 외국에 곡물을 유출하지 못하게']",한국사
generation-for-nlp-451,"임진왜란 이후에 우의 정 유성룡도 역시 미곡을 거두는 것이 편리하다고 주장하였으나, 일이 성취되지 못하였다. 1608년에 이르러 좌의 정 이 원익의 건의로 (가)을/를 비로소 시행하여, 민결(民結)에서 미곡을 거두어 서울로 옮기게 하였다.－ 만기 요람－","{'question': '(가)에 대한 설명으로 옳지 않은 것은?', 'choices': ['장시의 확대에 기여하였다 .', '지주에게 결작을 부과하였다 .', '공납의 폐단을 막기 위해 실시하였다 .', '공인에게 비용을 지급하고 필요 물품을 조달하였다 .'], 'answer': 2}",,(가)에 대한 설명으로 옳지 않은 것은?,2,"['장시의 확대에 기여하였다 .', '지주에게 결작을 부과하였다 .', '공납의 폐단을 막기 위해 실시하였다 .', '공인에게 비용을 지급하고 필요 물품을 조달하였다 .']",한국사
generation-for-nlp-452,"풍토에 따라 곡식을 심고 가꾸는 법이 다르니, 고을의 경험 많은 농부를 각 도의 감사가 방문하여 농사짓는 방법을 알아본 후 아뢰라고 왕께서 명령하셨다. 이어 왕께서 정초와 변효문 등을 시켜 감사가 아뢴 바 중에서 꼭 필요하고 중요한 것만을 뽑아 농사직설을 편찬하게 하셨다.","{'question': '밑줄 친 ‘왕’의 업적으로 옳은 것은?', 'choices': ['공법을 제정하였다 .', '한양으로 도읍을 옮겼다 .', '경국대 전 을 완성하였다 .', '조광조를 등용하여 개혁 정치를 실시하였다 .'], 'answer': 1}",,밑줄 친 ‘왕’의 업적으로 옳은 것은?,1,"['공법을 제정하였다 .', '한양으로 도읍을 옮겼다 .', '경국대 전 을 완성하였다 .', '조광조를 등용하여 개혁 정치를 실시하였다 .']",한국사
generation-for-nlp-453,"○은력(殷曆) 정월에 지내는 제천행사는 나라에서 여는 대회로 날마다 먹고 마시고 노래하고 춤추는데, 이를 영고라 하였다. 이 때 형옥을 중단하고 죄수를 풀어주었다. ○국내에 있을 때의 의복은 흰색을 숭상하며, 흰베로 만든 큰 소매 달린 도포와 바지를 입고 가죽신을 신는다. 외국에 나갈 때는 비단 옷 ․ 수놓은 옷․모직 옷을 즐겨 입는다.－삼국지 위서동이전－","{'question': '다음에 해당하는 나라에 대한 설명으로 옳은 것은?', 'choices': ['사람이 죽으면 뼈만 추려 가족 공동 무덤인목곽에 안치하였다.', '읍군이나 삼로라고 불린 군장이 자기 영역을 다스렸다.', '가축 이름을 딴마가, 우가, 저가, 구가 등이 있었다.', '천신을 섬기는 제사장인 천군이 있었다.'], 'answer': 3}",,다음에 해당하는 나라에 대한 설명으로 옳은 것은?,3,"['사람이 죽으면 뼈만 추려 가족 공동 무덤인목곽에 안치하였다.', '읍군이나 삼로라고 불린 군장이 자기 영역을 다스렸다.', '가축 이름을 딴마가, 우가, 저가, 구가 등이 있었다.', '천신을 섬기는 제사장인 천군이 있었다.']",한국사
generation-for-nlp-459,"(가) 제10관 일본국 인민이 조선국 지정의 각 항구에 머무는 동안에 죄를 범한 것이 조선국 인민에 관계되는 사건일 때에는 일본 국 관원이 재판한다. (나) 제4관 중국 상인이 조선의 양화진 및 한성에 영업소를 개설할 경우를 제외하고, 각종 화물을 내륙으로 운반하여 상점을 차리고 파는 것을 허가하지 않는다. 단, 내륙 행상이 필요한 경우 지방관의 허가서를 받아야 한다.","{'question': '(가), (나) 조약 사이의 시기에 있었던 사실로 옳은 것은?', 'choices': ['개항장에서는 일본 화폐가 통용되었다 .', '러시아가 압록강 유역의 산림 채 벌권을 획득하였다 .', '황국 중앙 총상회가 조직되어 상권 수호 운동을 전개하였다 .', '함경도의 방곡령에 불복하여 일본 상인이 손해 배상을 요구하였다 .'], 'answer': 1}",,"(가), (나) 조약 사이의 시기에 있었던 사실로 옳은 것은?",1,"['개항장에서는 일본 화폐가 통용되었다 .', '러시아가 압록강 유역의 산림 채 벌권을 획득하였다 .', '황국 중앙 총상회가 조직되어 상권 수호 운동을 전개하였다 .', '함경도의 방곡령에 불복하여 일본 상인이 손해 배상을 요구하였다 .']",한국사
generation-for-nlp-461,(가)신라의 우산국 복속 (나)고구려의 서 안평 점령(다) 백제의 대야성 점령 (라)신라의 금관가야 병합,"{'question': '다음 사건을 시기 순으로 바르게 나열한 것은?', 'choices': ['(가)→(나)→(다)→(라)', '(가)→(라)→(나)→(다)', '(나)→(가)→(라)→(다)', '(나)→(다)→(가)→(라)'], 'answer': 3}",,다음 사건을 시기 순으로 바르게 나열한 것은?,3,"['(가)→(나)→(다)→(라)', '(가)→(라)→(나)→(다)', '(나)→(가)→(라)→(다)', '(나)→(다)→(가)→(라)']",한국사
generation-for-nlp-464,"경연에서 (가)이/가 중종에게 아뢰기를, “재행(才行)이 있어 임용할 만한 사람을 천거하여, 대궐의 뜰에 모아 놓고 친히 대책(對策)하게 한다면 인물을 많이 얻을 수 있을 것입니다. 이는 …(중략) … 한나라 현량과의 뜻을 이은 것입니다. 덕행은 여러 사람이 천거하는 바이므로 반드시 헛되거나 그릇 되는 것이 없을 것입니다.”라고 하였다.","{'question': '(가) 인물에 대한 설명으로 옳은 것은?', 'choices': ['｢ 조의제 문｣ 을 작성하였다 .', '소격서 폐지를 주장하였다 .', '불씨잡변을 저술하여 불교를 비판하였다 .', '서북 지역에 대한 차별에 항거하여 난을 일으켰다 .'], 'answer': 2}",,(가) 인물에 대한 설명으로 옳은 것은?,2,"['｢ 조의제 문｣ 을 작성하였다 .', '소격서 폐지를 주장하였다 .', '불씨잡변을 저술하여 불교를 비판하였다 .', '서북 지역에 대한 차별에 항거하여 난을 일으켰다 .']",한국사
generation-for-nlp-466,왕41년 겨울 10월에 백제근 초고왕이 군사 3만명을 이끌고 평양성을 공격해왔다.왕이 군대를 내어 막다가 화살에 맞아 돌아가셨다. －삼국사기－(가)(나)(다)(라) 낙랑 ․대방군축출 모용황에 의해 환도성 함락 전진의 순도 불교 전래평양 천도백 제한성 함락,"{'question': '다음 설명에 해당하는 시기는?', 'choices': ['(가)', '(나)', '(다)', '(라)'], 'answer': 2}",,다음 설명에 해당하는 시기는?,2,"['(가)', '(나)', '(다)', '(라)']",한국사
generation-for-nlp-467,"개성의 현릉 부근에서 발견된 청동제인물상은 온화한 얼굴에다가 두 손을 맞잡고 있으며, 자비로운 미소를 띠고 있다. 이상은 황제가 착용한다는 통천관을 쓰고 있어 고려가 황제국가로 자부하였음을 알 수 있다.","{'question': '밑줄 친 ‘인물상’에 해당하는 왕의 업적으로 옳은 것은?', 'choices': ['유학교육기관으로 국자감을 설치하였다.', '거란에 대비하여 30만 광군을 조직하였다.', '개경을 황도로, 서경을 서도로 격상하였다.', '역분전이라는 토지제도를 처음으로 시행하였다.'], 'answer': 4}",,밑줄 친 ‘인물상’에 해당하는 왕의 업적으로 옳은 것은?,4,"['유학교육기관으로 국자감을 설치하였다.', '거란에 대비하여 30만 광군을 조직하였다.', '개경을 황도로, 서경을 서도로 격상하였다.', '역분전이라는 토지제도를 처음으로 시행하였다.']",한국사
generation-for-nlp-470,직지 심체요절은 백운화상이 저술한 책을 청주 흥덕사에서 1377년 7월에 금속활자로 인쇄한 것이다. 1972년 ‘세계도서의 해’에 출품되어 세계 최고의 금속활자본으로 공인되었다. 이 책은 이러한 가치를 인정받아 2001년 9월에 유네스코 세계기록유산으로 등재되었다.,"{'question': '다음 문화유산이 간행된 왕대에 대한 설명으로 옳은 것은?', 'choices': ['원황실은 북쪽으로 도망가고 명이 건국되었다.', '기존의 토지문서를 불태워버리고 과전법을 시행하였다.', '원에만 권당을 설치하여 고려와 원의 지식인들이 교류하였다.', '명은 철령위를 설치한다고 고려에 통보하였다.'], 'answer': 3}",,다음 문화유산이 간행된 왕대에 대한 설명으로 옳은 것은?,3,"['원황실은 북쪽으로 도망가고 명이 건국되었다.', '기존의 토지문서를 불태워버리고 과전법을 시행하였다.', '원에만 권당을 설치하여 고려와 원의 지식인들이 교류하였다.', '명은 철령위를 설치한다고 고려에 통보하였다.']",한국사
generation-for-nlp-472,○불교를 수용하였다. ○태학을 설립하였다.,"{'question': '다음 정책을 시행한 국왕의 재위 기간에 있었던 사실로 옳은 것은?', 'choices': ['율령을 반포하였다 .', '이사부가 우산국을 복 속시켰다 .', '관산성 전투에서 성왕이 전사하였다 .', '국내 성에서 평양으로 도읍을 옮겼다 .'], 'answer': 1}",,다음 정책을 시행한 국왕의 재위 기간에 있었던 사실로 옳은 것은?,1,"['율령을 반포하였다 .', '이사부가 우산국을 복 속시켰다 .', '관산성 전투에서 성왕이 전사하였다 .', '국내 성에서 평양으로 도읍을 옮겼다 .']",한국사
generation-for-nlp-473,"그가 왕에게 아뢰었다. “삼교는 솥의 발과 같아서 하나라도 없어서는 안 됩니다. 지금 유교와 불교는 모두 흥하는 데도교는 아직 번성하지 않으니, 소위 천하의 도술(道術)을 갖추었다고 할 수 없습니다.엎드려 청하오니 당에 사신을 보내도교를 구해와서 나라 사람들을 가르치게 하소서.”－삼국사기－","{'question': '밑줄 친 ‘그’에 대한 설명으로 옳은 것은?', 'choices': ['당나라와 동맹을 체결하였다.', '천리장성의 축조를 맡아 수행하였다.', '수나라의 군대를 살 수에서 격퇴하였다.', '남진 정책을 추진하여 한성을 점령하였다.'], 'answer': 2}",,밑줄 친 ‘그’에 대한 설명으로 옳은 것은?,2,"['당나라와 동맹을 체결하였다.', '천리장성의 축조를 맡아 수행하였다.', '수나라의 군대를 살 수에서 격퇴하였다.', '남진 정책을 추진하여 한성을 점령하였다.']",한국사
generation-for-nlp-475,일제의 침략이 거세지자 그는 국외로 망명했다. 그는 의열단장 김원봉의 요청을 받아 ‘조선혁명 선언’을 작성하였다. 이 선언에는 외교운동에 주력하자는 주장에 반대하고 더욱 적극적인 독립운동을 추진하자는 내용이 담겨 있다.,"{'question': '밑줄 친 ‘그’에 대한 설명으로 옳은 것은?', 'choices': ['민족주의 역사학을 지향한 독사 신론을 저술하였다.', '철저한 문헌고증을 지향하며 진단학회를 조직하였다.', '동학을 천도교로 개편하고 친일적인물들을 교단에서 내쫓았다.', '보편적 역사 발전법칙에 따라 역사를 기술한 조선사회경제사 를 집필하였다.'], 'answer': 1}",,밑줄 친 ‘그’에 대한 설명으로 옳은 것은?,1,"['민족주의 역사학을 지향한 독사 신론을 저술하였다.', '철저한 문헌고증을 지향하며 진단학회를 조직하였다.', '동학을 천도교로 개편하고 친일적인물들을 교단에서 내쫓았다.', '보편적 역사 발전법칙에 따라 역사를 기술한 조선사회경제사 를 집필하였다.']",한국사
generation-for-nlp-476,"○평농서사 권신(權信)이 대상(大相) 준홍(俊弘)과 좌승(佐丞) 왕동(王同) 등이 반역을 꾀한다고 참 소하자 왕이 이들을 내 쫓았다. ○왕이 쌍기의 건의를 받아 처음으로 과거를 실시하였다. 시(詩) ․부(賦) ․송(頌) 및 시 무책을 시험하여 진사를 뽑았으며, 더불어 명 경업․의 업․복업 등도 뽑았다.","{'question': '밑줄 친 ‘왕’의 재위 기간에 있었던 일로 옳은 것은?', 'choices': ['노비안검법을 제정하였다 .', '전민변 정도감을 설치하였다 .', '토지제도로서 전시과를 시행하였다 .', '12목을 설치하고 지방관을 파견하였다 .'], 'answer': 1}",,밑줄 친 ‘왕’의 재위 기간에 있었던 일로 옳은 것은?,1,"['노비안검법을 제정하였다 .', '전민변 정도감을 설치하였다 .', '토지제도로서 전시과를 시행하였다 .', '12목을 설치하고 지방관을 파견하였다 .']",한국사
generation-for-nlp-477,(가) 이종무가 대마도를 토벌하였다.(나) 김윤후가 용인에서 살리타를 사살하였다.(다) 김헌창이 공주를 근거로 반란을 일으켰다.(라) 이 시애가 길주에서 군사를 일으켰다.,"{'question': '다음의 사건을 시대 순으로 바르게 나열한 것은?', 'choices': ['(나)→(가)→(다)→(라)', '(나)→(다)→(라)→(가)', '(다)→(나)→(가)→(라)', '(다)→(나)→(라)→(가)'], 'answer': 3}",,다음의 사건을 시대 순으로 바르게 나열한 것은?,3,"['(나)→(가)→(다)→(라)', '(나)→(다)→(라)→(가)', '(다)→(나)→(가)→(라)', '(다)→(나)→(라)→(가)']",한국사
generation-for-nlp-479,○항일민족교육의 요람인 서전 서숙을 설립하였다.○만국평화회의가 열린 헤이그에 특사로 파견되었다.,"{'question': '다음 설명에 해당하는 인물에 대한 설명으로 옳은 것은?', 'choices': ['경학사를 조직하였다.', '독립의 군부를 조직하였다.', '대한인 국민회를 조직하였다.', '대한광복 군 정부를 조직하였다.'], 'answer': 4}",,다음 설명에 해당하는 인물에 대한 설명으로 옳은 것은?,4,"['경학사를 조직하였다.', '독립의 군부를 조직하였다.', '대한인 국민회를 조직하였다.', '대한광복 군 정부를 조직하였다.']",한국사
generation-for-nlp-480,"숭의 전이라는 명칭은 조선시대에 붙여졌다. 숭의전에서는 이전 왕조인이 시대 태조를 비롯한 여러 명의 왕을 제향하고, 신숭겸과 정몽주 등을 비롯한 여러 명의 공신을 배향하였다. 경기도 연천군에 있는 숭의전지(崇義殿址)는 사적으로 지정되었다.","{'question': '밑줄 친 ‘이 시대’에 편찬된 의학서적으로 옳은 것은?', 'choices': ['의방유취', '향약구급방', '향약집성방', '동의 수세 보원'], 'answer': 3}",,밑줄 친 ‘이 시대’에 편찬된 의학서적으로 옳은 것은?,3,"['의방유취', '향약구급방', '향약집성방', '동의 수세 보원']",한국사
generation-for-nlp-481,나라에서 재상을 선정할 때 뽑을 만한 사람 서너 명의 이름을 써서 상자에 넣고 봉해서 정사 암 위에 둔다. 얼마 뒤에 열어 보아 이름 위에 도장이 찍혀 있는 사람을 재상으로 삼았다.,"{'question': '다음과 같은 제도를 가진 국가에 대한 설명으로 옳은 것은?', 'choices': ['청소년의 조직인 화랑도를 두었다 .', '선종이 융성하여 9산 선문이 성립하였다 .', '삼국사기에 의하면 온조가 건국하였다고 한다.', '낙동강 하류 지역에 위치하여 해상 활동에 유리하였다 .'], 'answer': 3}",,다음과 같은 제도를 가진 국가에 대한 설명으로 옳은 것은?,3,"['청소년의 조직인 화랑도를 두었다 .', '선종이 융성하여 9산 선문이 성립하였다 .', '삼국사기에 의하면 온조가 건국하였다고 한다.', '낙동강 하류 지역에 위치하여 해상 활동에 유리하였다 .']",정치
